"CrimeType","DateTime","CaseNumber","Description","PoliceBeat","Address","City","State"
"DISTURBING THE PEACE","2018-02-19 09:50:00","18-013204","DISTURB THE PEACE","23X","1500 33RD AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-25 16:50:00","18-021255","VEHICLE THEFT - AUTO","27Y","6500 INTERNATIONAL BLVD","Oakland","CA"
"THEFT/LARCENY","2018-04-28 12:03:00","18-021257","THEFT:PERSONAL PROPERTY","26Y","7200 SAN LEANDRO ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-27 21:30:00","18-021258","VEHICLE THEFT - AUTO","21Y","2700 SCHOOL ST","Oakland","CA"
"ASSAULT","2018-04-28 09:00:00","18-021259","INFLICT CRPL INJ SP/COHAB","21X","2300 26TH AV","Oakland","CA"
"BURGLARY","2018-04-27 05:41:00","18-021262","BURGLARY-FORCIBLE ENTRY","25X","3500 MACARTHUR BLVD","Oakland","CA"
"THEFT/LARCENY","2018-05-06 10:00:00","18-023490","BURGLARY-AUTO","77X","9900 KITTY LN","Oakland","CA"
"ASSAULT","2018-05-10 13:20:00","18-023492","BATTERY","06X","2200 SAN PABLO AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-16 23:30:00","18-021625","VEHICLE THEFT - AUTO","33X","900 91ST AV","Oakland","CA"
"ASSAULT","2018-05-09 13:29:00","18-023493","EXHIBIT DEADLY WEAPON OTHER THAN FIREARM","12X","4200 TELEGRAPH AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-05-02 23:00:00","18-022344","VEHICLE THEFT - AUTO","19X","1400 15TH AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-27 16:30:00","18-021635","VEHICLE THEFT - AUTO","07X","2200 CAMPBELL ST","Oakland","CA"
"THEFT/LARCENY","2018-05-02 10:00:00","18-022452","THEFT","26Y","7200 HAMILTON ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-29 18:30:00","18-021583","VEHICLE THEFT - AUTO","29X","3300 68TH AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-29 17:00:00","18-021588","VEHICLE THEFT - AUTO","19X","900 E 11TH ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-05-09 17:00:00","18-023494","VEHICLE THEFT - AUTO","02X","900 8TH ST","Oakland","CA"
"BURGLARY","2018-04-29 21:00:00","18-021599","BURGLARY-NO FORCE","26X","6400 SAN LEANDRO ST","Oakland","CA"
"VANDALISM","2018-05-10 12:21:00","18-023495","VANDALISM","22Y","3400 KANSAS ST","Oakland","CA"
"ASSAULT","2018-04-26 23:50:00","18-021030","THREAT CRIME:INT:TERRORIZE","03X","600 HARRISON ST","Oakland","CA"
"ASSAULT","2018-04-27 02:50:00","18-021035","WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER","23X","4000 SAN LEANDRO ST","Oakland","CA"
"VANDALISM","2018-04-27 03:40:00","18-021036","VANDALISM:DAMAGE PROPERTY","18Y","2200 E 22ND ST","Oakland","CA"
"ASSAULT","2018-04-27 03:30:00","18-021040","EXHIBIT DEADLY WEAPON OTHER THAN FIREARM","77X","10000 BEVERLY","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-16 20:00:00","18-016835","VEHICLE THEFT - AUTO","27Y","2400 64TH AV","Oakland","CA"
"ASSAULT","2018-02-12 21:06:00","18-007662","WILLFUL CRUELTY TO CHILD","08X","3000 RICHMOND BLVD","Oakland","CA"
"ASSAULT","2018-04-28 13:25:00","18-021270","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","27Y","55TH AV & HOLWAY ST","Oakland","CA"
"THEFT/LARCENY","2018-04-28 14:15:00","18-021274","BURGLARY-AUTO","07X","900 W GRAND AV","Oakland","CA"
"BURGLARY","2018-04-28 22:40:00","18-021275","BURGLARY-NO FORCE","32Y","9900 MACARTHUR BLVD","Oakland","CA"
"THEFT/LARCENY","2018-04-28 22:20:00","18-021276","BURGLARY-AUTO","31X","8300 OAKPORT ST","Oakland","CA"
"ASSAULT","2018-04-28 22:45:00","18-021278","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","29X","6200 OUTLOOK AV","Oakland","CA"
"DISTURBING THE PEACE","2018-02-27 00:00:00","18-012785","DISTURB THE PEACE","32X","1300 102ND AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-02-20 23:30:00","18-012582","VEHICLE THEFT - AUTO","14X","300 EUCLID AV","Oakland","CA"
"THEFT/LARCENY","2018-04-25 12:00:00","18-021667","GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400","14Y","400 CRESCENT ST","Oakland","CA"
"THEFT/LARCENY","2018-05-10 14:15:00","18-023497","THEFT","19X","500 INTERNATIONAL BLVD","Oakland","CA"
"ASSAULT","2018-05-09 13:36:00","18-023502","THREAT CRIME:INT:TERRORIZE","12Y","5600 OCEAN VIEW DR","Oakland","CA"
"DISTURBING THE PEACE","2018-05-10 17:18:00","18-023547","DISTURB THE PEACE","31Y","8400 ENTERPRISE WY","Oakland","CA"
"THEFT/LARCENY","2018-02-13 17:50:00","18-009720","THEFT","01X","00 HARRISON ST","Oakland","CA"
"THEFT/LARCENY","2018-03-28 13:00:00","18-018051","THEFT","25X","3700 HIGH ST","Oakland","CA"
"ASSAULT","2018-05-10 18:30:00","18-023551","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","10Y","600 46TH ST","Oakland","CA"
"ASSAULT","2018-05-10 19:00:00","18-023553","BATTERY","08X","400 W GRAND AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-27 15:00:00","18-021669","VEHICLE THEFT - AUTO","22Y","3700 MAPLE AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-05-10 06:30:00","18-023555","VEHICLE THEFT - AUTO","10X","1100 63RD ST","Oakland","CA"
"DISTURBING THE PEACE","2018-05-10 15:16:00","18-023506","DISTURB THE PEACE","02Y","1600 8TH ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-02-16 00:00:00","18-013039","VEHICLE THEFT - AUTO","27Y","5900 HILTON ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-21 08:15:00","18-016573","VEHICLE THEFT - AUTO","31Y","8300 EDES AV","Oakland","CA"
"ROBBERY","2018-04-27 03:58:00","18-021041","ATTEMPTED ROBBERY-STRONG-ARM","24Y","CULVER ST & EASTMAN AV","Oakland","CA"
"BURGLARY","2018-04-27 03:39:00","18-021042","BURGLARY-FORCIBLE ENTRY","26Y","900 75TH AV","Oakland","CA"
"ROBBERY","2018-04-27 05:00:00","18-021046","ROBBERY-FIREARM","26X","800 54TH AV","Oakland","CA"
"BURGLARY","2018-04-27 03:31:00","18-021047","BURGLARY-FORCIBLE ENTRY","26X","75TH AVE & HAWLEY ST","Oakland","CA"
"ASSAULT","2018-04-28 20:40:00","18-021341","BATTERY","26Y","INTERNATIONAL BLVD & SEMINARY AV","Oakland","CA"
"ASSAULT","2018-04-28 23:39:00","18-021281","INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT","35X","9100 THERMAL ST","Oakland","CA"
"THEFT/LARCENY","2018-04-28 12:00:00","18-021326","BURGLARY-AUTO","27Y","5700 TRASK ST","Oakland","CA"
"THEFT/LARCENY","2018-04-26 09:00:00","18-021330","THEFT","31Y","9400 WALTER AV","Oakland","CA"
"DISTURBING THE PEACE","2018-05-08 17:00:00","18-023513","DISTURB THE PEACE","35X","8500 MACARTHUR BLVD","Oakland","CA"
"THEFT/LARCENY","2018-04-28 19:10:00","18-021340","BURGLARY-AUTO","04X","17TH ST & JEFFERSON ST","Oakland","CA"
"VANDALISM","2018-05-02 13:30:00","18-022360","VANDALISM","26X","5000 COLISEUM WY","Oakland","CA"
"ASSAULT","2018-05-10 23:50:00","18-023585","BATTERY","14X","2300 HARRISON ST","Oakland","CA"
"ASSAULT","2018-05-10 23:45:00","18-023586","BATTERY","24Y","2800 HIGH ST","Oakland","CA"
"ASSAULT","2018-05-10 23:00:00","18-023587","ASSAULT PERSON WITH A SEMIAUTOMATIC FIREARM","24Y","2600 HUMBOLDT AV","Oakland","CA"
"DRUGS/ALCOHOL VIOLATIONS","2018-05-11 00:53:00","18-023588","TRANSPORT/SELL NARCOTIC/CONTROLLED SUBSTANCE","20X","1600 24TH AV","Oakland","CA"
"ASSAULT","2018-04-29 17:00:00","18-021717","INFLICT CRPL INJ SP/COHAB","32X","1500 CHANDLER ST","Oakland","CA"
"THEFT/LARCENY","2018-05-11 04:50:00","18-023604","THEFT","23X","3700 INTERNATIONAL BLVD","Oakland","CA"
"ASSAULT","2018-04-26 15:06:00","18-021742","THREAT CRIME:INT:TERRORIZE","04X","1800 HARRISON ST","Oakland","CA"
"DRUGS/ALCOHOL VIOLATIONS","2018-05-11 07:06:00","18-023612","POSSESS/PURCHASE FOR SALE NARCOTIC/CONTROLLED SUBSTANCE","30X","7300 INTERNATIONAL BLVD","Oakland","CA"
"ASSAULT","2018-05-02 18:00:00","18-022502","THREAT CRIME:INT:TERRORIZE","31Z","10500 CREEKSIDE CIR","Oakland","CA"
"THEFT/LARCENY","2018-02-12 22:05:00","18-009042","BURGLARY-AUTO","26X","500 66TH AV","Oakland","CA"
"THEFT/LARCENY","2018-04-29 10:00:00","18-021622","THEFT","14Y","700 WARFIELD AV","Oakland","CA"
"VANDALISM","2018-04-27 05:15:00","18-021048","VANDALISM:DAMAGE PROPERTY","02Y","1100 CENTER ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-27 07:27:00","18-021054","VEHICLE THEFT - AUTO","30X","DASHWOOD AV & KRAUSE AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-27 06:25:00","18-021057","VEHICLE THEFT - AUTO","26Y","7500 HAMILTON ST","Oakland","CA"
"THEFT/LARCENY","2018-04-16 10:00:00","18-021058","STEAL FROM DEPENDENT/ELDER ADULT (OVER $400)","13Z","5700 MORAGA AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-25 14:30:00","18-021061","VEHICLE THEFT - AUTO","08X","NORTHGATE AV & SYCAMORE ST","Oakland","CA"
"ROBBERY","2018-04-27 23:31:00","18-021188","ROBBERY-FIREARM","19X","600 E 15TH ST","Oakland","CA"
"THEFT/LARCENY","2018-04-27 21:15:00","18-021287","THEFT","24X","3500 MEADOW ST","Oakland","CA"
"ASSAULT","2018-04-28 20:00:00","18-021289","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","31X","7000 COLISEUM WY","Oakland","CA"
"ROBBERY","2018-04-28 15:00:00","18-021293","ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","14X","200 GRAND AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-28 15:16:00","18-021294","VEHICLE THEFT - AUTO","31Y","9600 CORAL RD","Oakland","CA"
"THEFT/LARCENY","2018-04-28 15:22:00","18-021296","BURGLARY-AUTO","08X","27TH ST & TELEGRAPH AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-28 10:00:00","18-021298","VEHICLE THEFT - AUTO","04X","1400 JEFFERSON ST","Oakland","CA"
"THEFT/LARCENY","2018-03-28 12:00:00","18-017840","THEFT","30Y","2500 CHURCH ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-05-11 07:30:00","18-023615","VEHICLE THEFT - AUTO","19X","600 E 12TH ST","Oakland","CA"
"ROBBERY","2018-05-11 08:09:00","18-023620","ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","26X","45TH AV & INTERNATIONAL BLVD","Oakland","CA"
"THEFT/LARCENY","2018-05-10 11:00:00","18-023621","THEFT","25X","3600 MAYBELLE AV","Oakland","CA"
"THEFT/LARCENY","2018-05-10 21:00:00","18-023623","GRAND THEFT","16Y","4700 PARK BLVD","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-27 23:00:00","18-021689","SC STOLEN VEHICLE - AUTO","02X","800 12TH ST","Oakland","CA"
"ASSAULT","2018-05-10 15:40:00","18-023516","BATTERY","26Y","80TH AV & INTERNATIONAL BLVD","Oakland","CA"
"ASSAULT","2018-05-10 16:00:00","18-023518","EXHIBIT DEADLY WEAPON OTHER THAN FIREARM","32X","1100 101ST AV","Oakland","CA"
"THEFT/LARCENY","2018-03-27 00:00:00","18-018186","THEFT","31Y","8400 SAN LEANDRO ST","Oakland","CA"
"ASSAULT","2018-05-10 15:45:00","18-023522","EXHIBIT DEADLY WEAPON OTHER THAN FIREARM","26X","5400 COLISEUM WY","Oakland","CA"
"ASSAULT","2018-04-26 15:39:00","18-021696","THREAT CRIME:INT:TERRORIZE","25X","4400 MATTIS CT","Oakland","CA"
"THEFT/LARCENY","2018-05-06 12:49:00","18-023524","THEFT","26X","4800 SAN LEANDRO ST","Oakland","CA"
"ASSAULT","2018-04-27 23:57:00","18-021191","ASSAULT WITH FIREARM ON PERSON","18Y","1900 E 30TH ST","Oakland","CA"
"DRUGS/ALCOHOL VIOLATIONS","2018-04-26 22:00:00","18-021193","POSSESS MARIJUANA/HASHISH FOR SALE","35Y","10700 SNOWDOWN AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-26 15:45:00","18-021063","VEHICLE THEFT - AUTO","03Y","500 9TH ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-26 21:00:00","18-021066","VEHICLE THEFT - AUTO","20X","2500 E 10TH ST","Oakland","CA"
"ASSAULT","2018-04-27 18:50:00","18-021159","THREAT CRIME:INT:TERRORIZE","30X","7900 HOLLY ST","Oakland","CA"
"THEFT/LARCENY","2018-04-27 17:00:00","18-021161","THEFT","18Y","1600 E 33RD ST","Oakland","CA"
"THEFT/LARCENY","2018-04-28 15:44:00","18-021299","BURGLARY-AUTO","13Z","9300 SKYLINE BLVD","Oakland","CA"
"THEFT/LARCENY","2018-04-28 13:00:00","18-021300","THEFT","30X","2400 67TH AV","Oakland","CA"
"VANDALISM","2018-04-27 23:00:00","18-021302","VANDALISM (AMENDED)","20X","1500 MILLER AV","Oakland","CA"
"ASSAULT","2018-04-28 15:32:00","18-021304","BATTERY","27Y","1800 64TH AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-27 21:00:00","18-021305","SC STOLEN VEHICLE - AUTO","21Y","3100 COOLIDGE AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-25 21:00:00","18-021310","VEHICLE THEFT - AUTO","12Y","5600 MILES AV","Oakland","CA"
"ASSAULT","2018-05-10 16:24:00","18-023532","CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE","20X","1200 25TH AV","Oakland","CA"
"DISTURBING THE PEACE","2018-03-23 10:00:00","18-017852","DISTURB THE PEACE","27Y","1600 51ST AV","Oakland","CA"
"ASSAULT","2018-05-10 17:03:00","18-023535","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","07X","1100 34TH ST","Oakland","CA"
"DISTURBING THE PEACE","2018-05-06 00:00:00","18-023536","DISTURB THE PEACE","05X","1600 MARKET ST","Oakland","CA"
"THEFT/LARCENY","2018-02-12 00:00:00","18-009757","THEFT","23X","3900 INTERNATIONAL BLVD","Oakland","CA"
"THEFT/LARCENY","2018-05-06 00:00:00","18-023537","THEFT","17X","1600 11TH AV","Oakland","CA"
"BURGLARY","2018-04-25 10:00:00","18-020812","BURGLARY-FORCIBLE ENTRY","77X","100 DIABLO DR","Oakland","CA"
"ASSAULT","2018-04-25 20:30:00","18-020814","BATTERY","77X","00 ","Oakland","CA"
"ASSAULT","2018-04-22 18:30:00","18-020818","THREAT CRIME:INT:TERRORIZE","04X","500 18TH ST","Oakland","CA"
"ASSAULT","2018-04-25 21:58:00","18-020822","THREAT CRIME:INT:TERRORIZE","29X","3900 DELMONT AV","Oakland","CA"
"FRAUD","2018-04-25 20:52:00","18-020823","USE OTHERS ID:CREDIT/ETC","14X","200 BAY PL","Oakland","CA"
"THEFT/LARCENY","2018-04-25 19:00:00","18-020931","GRAND THEFT","31Z","300 105TH AV","Oakland","CA"
"ASSAULT","2018-04-26 12:29:00","18-020933","ASSAULT WITH FIREARM ON PERSON","30Y","8100 BANCROFT AV","Oakland","CA"
"BURGLARY","2018-04-27 08:30:00","18-021168","BURGLARY-FORCIBLE ENTRY","15X","3000 PARK BLVD","Oakland","CA"
"ASSAULT","2018-05-11 08:37:00","18-023624","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","31Y","8400 SAN LEANDRO ST","Oakland","CA"
"BURGLARY","2018-04-27 07:00:00","18-021169","BURGLARY-FORCIBLE ENTRY","15X","3000 PARK BLVD","Oakland","CA"
"ASSAULT","2018-04-27 09:20:00","18-021071","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","24Y","38TH AV & PENNIMAN AV","Oakland","CA"
"ASSAULT","2018-04-27 08:19:00","18-021073","THREAT CRIME:INT:TERRORIZE","02X","1200 8TH ST","Oakland","CA"
"THEFT/LARCENY","2018-04-26 12:00:00","18-021074","THEFT","32Y","2600 106TH AV","Oakland","CA"
"ASSAULT","2018-04-28 15:45:00","18-021312","CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE","26Y","7600 SPENCER ST","Oakland","CA"
"ASSAULT","2018-04-28 16:15:00","18-021314","BATTERY","29X","5800 FOOTHILL BLVD","Oakland","CA"
"THEFT/LARCENY","2018-04-25 08:00:00","18-021316","THEFT","12Y","5500 CLAREMONT AV","Oakland","CA"
"THEFT/LARCENY","2018-04-28 07:28:00","18-021320","BURGLARY-AUTO","05X","1400 MARKET ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-28 17:19:00","18-021321","VEHICLE THEFT - AUTO","31Y","S ELMHURST AV & RAILROAD AV","Oakland","CA"
"ASSAULT","2018-04-28 17:17:00","18-021325","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","18Y","2300 23RD AV","Oakland","CA"
"DISTURBING THE PEACE","2018-04-27 13:00:00","18-021433","DISTURB THE PEACE","22Y","4100 EASTLAKE AV","Oakland","CA"
"ASSAULT","2018-05-11 10:20:00","18-023634","EXHIBIT DEADLY WEAPON OTHER THAN FIREARM","20X","1500 27TH AV","Oakland","CA"
"ASSAULT","2018-05-11 00:30:00","18-023590","BATTERY","23X","1800 ROSEDALE AV","Oakland","CA"
"VANDALISM","2018-05-11 17:40:00","18-023698","VANDALISM (AMENDED)","26Y","1100 73RD AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-05-11 10:00:00","18-023699","VEHICLE THEFT - AUTO","23X","4000 ALAMEDA AV","Oakland","CA"
"VANDALISM","2018-05-10 23:44:00","18-023592","VANDALISM","27Y","6400 BANCROFT AV","Oakland","CA"
"DRUGS/ALCOHOL VIOLATIONS","2018-04-26 10:55:00","18-020912","POSSESS MARIJUANA/HASHISH FOR SALE","04X","400 14TH ST","Oakland","CA"
"ROBBERY","2018-04-26 14:39:00","18-020954","SC CARJACKING - OTHER DANGEROUS WEAPON","34X","83RD AV & INTERNATIONAL BLVD","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-25 21:00:00","18-020955","VEHICLE THEFT - AUTO","13X","6100 CONTRA COSTA RD","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-25 22:07:00","18-020824","VEHICLE THEFT - AUTO","22Y","3800 COOLIDGE AV","Oakland","CA"
"ASSAULT","2018-04-25 21:26:00","18-020825","BATTERY","07X","2800 FILBERT ST","Oakland","CA"
"ASSAULT","2018-04-25 22:32:00","18-020830","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","26Y","900 66TH AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-27 08:25:00","18-021076","VEHICLE THEFT - AUTO","02X","900 KIRKHAM WY","Oakland","CA"
"BURGLARY","2018-04-27 09:44:00","18-021078","BURGLARY-FORCIBLE ENTRY","32Y","10800 JULIUS ST","Oakland","CA"
"BURGLARY","2018-04-27 10:16:00","18-021084","BURGLARY-FORCIBLE ENTRY","19X","2200 E 12TH ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-26 18:00:00","18-021086","VEHICLE THEFT - AUTO","21Y","3100 SUTER ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-29 16:30:00","18-017498","VEHICLE THEFT - AUTO","30X","7800 OLIVE ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-26 22:30:00","18-021091","VEHICLE THEFT - AUTO","19X","1400 6TH AV","Oakland","CA"
"VANDALISM","2018-04-28 12:00:00","18-021345","VANDALISM-$400","02Y","800 CAMPBELL VILLAGE CT","Oakland","CA"
"VANDALISM","2018-04-27 18:00:00","18-021350","VANDALISM-$400","26Y","6500 EASTLAWN ST","Oakland","CA"
"VANDALISM","2018-04-26 07:00:00","18-021351","VANDALISM-$400+","07X","2900 POPLAR ST","Oakland","CA"
"ASSAULT","2018-04-28 21:45:00","18-021354","BATTERY","01X","100 BROADWAY","Oakland","CA"
"ASSAULT","2018-04-28 22:23:00","18-021356","BATTERY","21Y","3200 FOOTHILL BLVD","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-27 15:30:00","18-017637","VEHICLE THEFT - AUTO","16Y","1700 WELLINGTON ST","Oakland","CA"
"ROBBERY","2018-05-11 10:35:00","18-023633","ROBBERY-OTHER DANGEROUS WEAPON","31X","8400 EDGEWATER DR","Oakland","CA"
"ASSAULT","2018-04-25 10:00:00","18-021471","CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE","11X","500 62ND ST","Oakland","CA"
"THEFT/LARCENY","2018-05-11 04:45:00","18-023705","BURGLARY-AUTO","35X","8600 THERMAL ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-02-28 02:00:00","18-013011","SC STOLEN VEHICLE - AUTO","04X","400 14TH ST","Oakland","CA"
"THEFT/LARCENY","2018-05-09 20:00:00","18-023709","THEFT","18X","2100 E 20TH ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-29 14:30:00","18-021777","VEHICLE THEFT - AUTO","27X","5100 MELROSE AV","Oakland","CA"
"ASSAULT","2018-04-25 23:00:00","18-020831","FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","15X","700 MACARTHUR BLVD","Oakland","CA"
"SEX CRIMES","2018-04-23 22:00:00","18-020834","PANDERING","31Y","8400 EDES AV","Oakland","CA"
"BURGLARY","2018-04-06 08:00:00","18-020839","BURGLARY-NO FORCE","14X","400 BELLEVUE AV","Oakland","CA"
"ASSAULT","2018-04-25 23:15:00","18-020840","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","04X","1900 BROADWAY","Oakland","CA"
"ASSAULT","2018-04-26 00:01:00","18-020841","FORCE/ADW-KNIFE:GBI","07X","2300 SAN PABLO AV","Oakland","CA"
"DUI","2018-04-26 03:00:00","18-020851","DUI ALCOHOL/DRUGS","29X","3100 73RD AV","Oakland","CA"
"VANDALISM","2018-05-03 12:05:00","18-022149","VANDALISM [UNDER $400]","24X","3500 CUSTER ST","Oakland","CA"
"ASSAULT","2018-04-27 11:30:00","18-021095","BATTERY","04X","1900 SAN PABLO AV","Oakland","CA"
"THEFT/LARCENY","2018-02-15 14:30:00","18-009375","GRAND THEFT","06X","900 37TH ST","Oakland","CA"
"THEFT/LARCENY","2018-04-27 09:00:00","18-021098","BURGLARY-AUTO","12X","51ST ST & TELEGRAPH AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-26 20:00:00","18-021106","VEHICLE THEFT - AUTO","28X","4800 ALLENDALE AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-23 07:00:00","18-021107","SC STOLEN VEHICLE - AUTO","21Y","3200 BROOKDALE AV","Oakland","CA"
"THEFT/LARCENY","2018-04-29 13:00:00","18-021642","THEFT","20X","1600 FRUITVALE AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-05-11 11:00:00","18-023635","SC STOLEN VEHICLE - AUTO","32Y","2700 106TH AV","Oakland","CA"
"THEFT/LARCENY","2018-04-29 15:00:00","18-021646","THEFT","24Y","2800 HIGH ST","Oakland","CA"
"ASSAULT","2018-05-11 10:14:00","18-023637","EXHIBIT FIREARM","05X","2100 MYRTLE ST","Oakland","CA"
"ASSAULT","2018-04-28 07:00:00","18-021371","BATTERY","99X","3800 HOLLIS ST.","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-05-10 19:00:00","18-023640","VEHICLE THEFT - AUTO","04X","200 19TH ST","Oakland","CA"
"ASSAULT","2018-05-10 16:59:00","18-023540","EXHIBIT FIREARM","32Y","10700 MACARTHUR BLVD","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-05-10 17:19:00","18-023542","VEHICLE THEFT - AUTO","30Y","2600 76TH AV","Oakland","CA"
"ASSAULT","2018-05-10 17:45:00","18-023546","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","33X","1100 82ND AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-29 15:00:00","18-021787","VEHICLE THEFT - AUTO","09X","4100 MONTGOMERY ST","Oakland","CA"
"ASSAULT","2018-05-10 19:25:00","18-023557","BATTERY","26Y","1100 71ST AV","Oakland","CA"
"THEFT/LARCENY","2018-05-02 00:00:00","18-022388","THEFT","19X","500 E 11TH ST","Oakland","CA"
"ROBBERY","2018-04-25 19:00:00","18-020855","SC ROBBERY - HANDS, FISTS, FEET, ETC, - AGGRAVATED","20X","E 12TH ST & 25TH AV","Oakland","CA"
"THEFT/LARCENY","2018-04-26 01:00:00","18-020874","BURGLARY-AUTO","09X","100 JOHN ST","Oakland","CA"
"BURGLARY","2018-04-26 00:00:00","18-020877","BURGLARY-FORCIBLE ENTRY","08X","100 FAIRMOUNT AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-25 17:00:00","18-020879","VEHICLE THEFT - AUTO","31X","00 HEGENBERGER RD","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-26 08:27:00","18-020880","VEHICLE THEFT - AUTO","27Y","5800 E 16TH ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-26 08:18:00","18-020881","VEHICLE THEFT - AUTO","02Y","300 LEWIS ST","Oakland","CA"
"THEFT/LARCENY","2018-04-24 13:15:00","18-021113","THEFT","08X","29TH ST & WEBSTER ST","Oakland","CA"
"ROBBERY","2018-04-27 13:45:00","18-021117","ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","26Y","7000 INTERNATIONAL BLVD","Oakland","CA"
"ASSAULT","2018-04-27 15:30:00","18-021130","BATTERY","09X","4000 PIEDMONT AV","Oakland","CA"
"THEFT/LARCENY","2018-04-23 23:00:00","18-021131","BURGLARY-AUTO","03Y","400 7TH ST","Oakland","CA"
"ASSAULT","2018-02-12 19:30:00","18-009392","SHOOT:INHAB DWELL/VEH/ETC","14Y","400 SANTA CLARA AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-05-09 22:30:00","18-023710","VEHICLE THEFT - AUTO","22Y","3700 MAPLE AV","Oakland","CA"
"THEFT/LARCENY","2018-05-10 19:45:00","18-023558","THEFT","31Y","100 98TH AV","Oakland","CA"
"ASSAULT","2018-05-10 19:30:00","18-023562","BATTERY","35Y","11800 FOOTHILL BLVD","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-29 12:00:00","18-021659","VEHICLE THEFT - AUTO","04X","600 16TH ST","Oakland","CA"
"VANDALISM","2018-03-09 19:00:00","18-015664","VANDALISM","03Y","400 7TH ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-28 20:00:00","18-021412","VEHICLE THEFT - AUTO","10Y","800 61ST ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-05-10 21:05:00","18-023563","VEHICLE THEFT - AUTO","26Y","6900 HAWLEY ST","Oakland","CA"
